,Order,Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB,Batting Team,Bowling Team,Match ID,Match No,Season,Season Match No
1859,5,BCJ Cutting,3.4,0,37,1,10.09,,,,1,0,Adelaide Strikers,Brisbane Heat,897739,159,BBL05,23
1860,6,JS Floros,1.0,0,10,0,10.0,,,,0,0,Adelaide Strikers,Brisbane Heat,897739,159,BBL05,23
1861,1,MA Beer,3.0,0,18,0,6.0,,,,1,0,Melbourne Renegades,Melbourne Stars,897741,160,BBL05,24
1862,2,BW Hilfenhaus,4.0,0,20,1,5.0,,,,1,0,Melbourne Renegades,Melbourne Stars,897741,160,BBL05,24
1863,3,JW Hastings,4.0,0,46,0,11.5,,,,0,0,Melbourne Renegades,Melbourne Stars,897741,160,BBL05,24
1864,4,A Zampa,4.0,0,35,1,8.75,,,,2,0,Melbourne Renegades,Melbourne Stars,897741,160,BBL05,24
1865,5,EP Gulbis,3.0,0,23,0,7.66,,,,2,0,Melbourne Renegades,Melbourne Stars,897741,160,BBL05,24
1866,6,MP Stoinis,2.0,0,11,3,5.5,,,,0,0,Melbourne Renegades,Melbourne Stars,897741,160,BBL05,24
1867,1,XJ Doherty,4.0,0,27,0,6.75,,,,0,0,Melbourne Stars,Melbourne Renegades,897741,160,BBL05,24
1868,2,CP Tremain,4.0,0,34,0,8.5,,,,0,0,Melbourne Stars,Melbourne Renegades,897741,160,BBL05,24
1869,3,CJ Gannon,3.0,0,29,0,9.66,,,,0,0,Melbourne Stars,Melbourne Renegades,897741,160,BBL05,24
1870,4,DJ Bravo,4.0,0,38,1,9.5,,,,0,0,Melbourne Stars,Melbourne Renegades,897741,160,BBL05,24
1871,5,CAH Stevenson,3.0,0,28,1,9.33,,,,0,0,Melbourne Stars,Melbourne Renegades,897741,160,BBL05,24
1872,1,CA Rose,2.0,0,11,1,5.5,,,,0,0,Perth Scorchers,Hobart Hurricanes,897743,161,BBL05,25
1873,2,SL Rainbird,3.0,0,21,0,7.0,,,,0,0,Perth Scorchers,Hobart Hurricanes,897743,161,BBL05,25
1874,3,SW Tait,4.0,0,29,2,7.25,,,,0,0,Perth Scorchers,Hobart Hurricanes,897743,161,BBL05,25
1875,4,DT Christian,3.0,0,28,0,9.33,,,,0,0,Perth Scorchers,Hobart Hurricanes,897743,161,BBL05,25
1876,5,BR Dunk,1.0,0,11,0,11.0,,,,0,0,Perth Scorchers,Hobart Hurricanes,897743,161,BBL05,25
1877,6,CJ Boyce,3.0,0,31,1,10.33,,,,0,0,Perth Scorchers,Hobart Hurricanes,897743,161,BBL05,25
1878,7,DJG Sammy,4.0,0,40,0,10.0,,,,0,0,Perth Scorchers,Hobart Hurricanes,897743,161,BBL05,25
1879,1,AC Agar,4.0,0,38,2,9.5,,,,1,0,Hobart Hurricanes,Perth Scorchers,897743,161,BBL05,25
1880,2,JP Behrendorff,4.0,0,45,0,11.25,,,,0,0,Hobart Hurricanes,Perth Scorchers,897743,161,BBL05,25
1881,3,DJ Willey,4.0,0,23,1,5.75,,,,0,0,Hobart Hurricanes,Perth Scorchers,897743,161,BBL05,25
1882,4,AJ Tye,4.0,0,32,1,8.0,,,,1,0,Hobart Hurricanes,Perth Scorchers,897743,161,BBL05,25
1883,5,GB Hogg,3.0,0,28,1,9.33,,,,0,0,Hobart Hurricanes,Perth Scorchers,897743,161,BBL05,25
1884,6,AJ Turner,1.0,0,5,0,5.0,,,,0,0,Hobart Hurricanes,Perth Scorchers,897743,161,BBL05,25
1885,1,DE Bollinger,4.0,0,23,1,5.75,,,,1,0,Brisbane Heat,Sydney Sixers,897745,162,BBL05,26
1886,2,JM Bird,4.0,0,35,1,8.75,,,,1,0,Brisbane Heat,Sydney Sixers,897745,162,BBL05,26
1887,3,NM Lyon,4.0,0,27,0,6.75,,,,0,0,Brisbane Heat,Sydney Sixers,897745,162,BBL05,26
1888,4,J Botha,4.0,0,45,1,11.25,,,,0,0,Brisbane Heat,Sydney Sixers,897745,162,BBL05,26
1889,5,BJ Dwarshuis,2.0,0,22,1,11.0,,,,1,0,Brisbane Heat,Sydney Sixers,897745,162,BBL05,26
1890,6,SA Abbott,2.0,0,8,3,4.0,,,,1,0,Brisbane Heat,Sydney Sixers,897745,162,BBL05,26
1891,1,JR Hopes,4.0,0,31,1,7.75,,,,0,0,Sydney Sixers,Brisbane Heat,897745,162,BBL05,26
1892,2,S Badree,4.0,0,21,0,5.25,,,,2,0,Sydney Sixers,Brisbane Heat,897745,162,BBL05,26
1893,3,JK Lalor,4.0,0,26,1,6.5,,,,2,0,Sydney Sixers,Brisbane Heat,897745,162,BBL05,26
1894,4,MJ Swepson,3.0,0,26,2,8.66,,,,0,0,Sydney Sixers,Brisbane Heat,897745,162,BBL05,26
1895,5,BCJ Cutting,4.0,0,41,2,10.25,,,,0,0,Sydney Sixers,Brisbane Heat,897745,162,BBL05,26
1896,6,JS Floros,1.0,0,10,1,10.0,,,,0,0,Sydney Sixers,Brisbane Heat,897745,162,BBL05,26
1897,1,TLW Cooper,2.0,0,13,1,6.5,,,,0,0,Sydney Thunder,Melbourne Renegades,897747,163,BBL05,27
1898,2,XJ Doherty,2.0,0,31,0,15.5,,,,0,0,Sydney Thunder,Melbourne Renegades,897747,163,BBL05,27
1899,3,CP Tremain,4.0,0,38,0,9.5,,,,0,1,Sydney Thunder,Melbourne Renegades,897747,163,BBL05,27
1900,4,NJ Rimmington,4.0,0,31,1,7.75,,,,1,0,Sydney Thunder,Melbourne Renegades,897747,163,BBL05,27
1901,5,CJ Gannon,4.0,0,29,1,7.25,,,,0,0,Sydney Thunder,Melbourne Renegades,897747,163,BBL05,27
1902,6,DJ Bravo,4.0,0,26,2,6.5,,,,0,0,Sydney Thunder,Melbourne Renegades,897747,163,BBL05,27
1903,1,AD Russell,4.0,0,42,2,10.5,,,,0,1,Melbourne Renegades,Sydney Thunder,897747,163,BBL05,27
1904,2,SR Watson,3.2,0,36,0,10.8,,,,0,0,Melbourne Renegades,Sydney Thunder,897747,163,BBL05,27
1905,3,GS Sandhu,3.0,0,38,0,12.66,,,,0,0,Melbourne Renegades,Sydney Thunder,897747,163,BBL05,27
1906,4,CJ McKay,4.0,0,29,1,7.25,,,,1,0,Melbourne Renegades,Sydney Thunder,897747,163,BBL05,27
1907,5,JH Kallis,3.0,0,11,0,3.66,,,,0,0,Melbourne Renegades,Sydney Thunder,897747,163,BBL05,27
1908,6,Fawad Ahmed,2.0,0,19,1,9.5,,,,0,0,Melbourne Renegades,Sydney Thunder,897747,163,BBL05,27
1909,1,JM Holland,3.0,0,34,0,11.33,,,,2,0,Hobart Hurricanes,Adelaide Strikers,897749,164,BBL05,28
1910,2,MG Neser,3.3,0,26,3,7.42,,,,0,0,Hobart Hurricanes,Adelaide Strikers,897749,164,BBL05,28
1911,3,GA West,4.0,0,24,2,6.0,,,,2,0,Hobart Hurricanes,Adelaide Strikers,897749,164,BBL05,28
1912,4,TM Head,1.0,0,11,0,11.0,,,,0,0,Hobart Hurricanes,Adelaide Strikers,897749,164,BBL05,28
1913,5,B Laughlin,4.0,0,31,2,7.75,,,,0,0,Hobart Hurricanes,Adelaide Strikers,897749,164,BBL05,28
1914,6,AU Rashid,4.0,0,16,2,4.0,,,,0,0,Hobart Hurricanes,Adelaide Strikers,897749,164,BBL05,28
1915,1,CA Rose,4.0,0,14,0,3.5,,,,1,0,Adelaide Strikers,Hobart Hurricanes,897749,164,BBL05,28
1916,2,SW Tait,4.0,0,30,1,7.5,,,,0,0,Adelaide Strikers,Hobart Hurricanes,897749,164,BBL05,28
1917,3,SL Rainbird,3.0,0,23,0,7.66,,,,1,1,Adelaide Strikers,Hobart Hurricanes,897749,164,BBL05,28
1918,4,S Milenko,4.0,0,25,3,6.25,,,,0,0,Adelaide Strikers,Hobart Hurricanes,897749,164,BBL05,28
1919,5,DT Christian,1.0,0,15,0,15.0,,,,1,0,Adelaide Strikers,Hobart Hurricanes,897749,164,BBL05,28
1920,6,CJ Boyce,4.0,0,36,0,9.0,,,,1,0,Adelaide Strikers,Hobart Hurricanes,897749,164,BBL05,28
1921,1,MA Beer,4.0,0,34,1,8.5,,,,1,1,Brisbane Heat,Melbourne Stars,897751,165,BBL05,29
1922,2,DJ Worrall,4.0,0,44,1,11.0,,,,3,0,Brisbane Heat,Melbourne Stars,897751,165,BBL05,29
1923,3,BW Hilfenhaus,3.0,0,42,2,14.0,,,,1,0,Brisbane Heat,Melbourne Stars,897751,165,BBL05,29
1924,4,EP Gulbis,4.0,0,27,0,6.75,,,,0,0,Brisbane Heat,Melbourne Stars,897751,165,BBL05,29
1925,5,A Zampa,4.0,0,31,2,7.75,,,,1,0,Brisbane Heat,Melbourne Stars,897751,165,BBL05,29
1926,6,MP Stoinis,1.0,0,6,0,6.0,,,,0,0,Brisbane Heat,Melbourne Stars,897751,165,BBL05,29
1927,1,S Badree,4.0,0,22,5,5.5,,,,0,0,Melbourne Stars,Brisbane Heat,897751,165,BBL05,29
1928,2,JR Hopes,4.0,0,17,0,4.25,,,,0,0,Melbourne Stars,Brisbane Heat,897751,165,BBL05,29
1929,3,AL Fekete,2.0,0,20,0,10.0,,,,0,0,Melbourne Stars,Brisbane Heat,897751,165,BBL05,29
1930,4,JK Lalor,4.0,0,21,2,5.25,,,,0,0,Melbourne Stars,Brisbane Heat,897751,165,BBL05,29
1931,5,MJ Swepson,4.0,0,29,2,7.25,,,,1,0,Melbourne Stars,Brisbane Heat,897751,165,BBL05,29
1932,6,BCJ Cutting,2.0,0,20,0,10.0,,,,0,0,Melbourne Stars,Brisbane Heat,897751,165,BBL05,29
1933,1,BJ Dwarshuis,4.0,0,42,1,10.5,,,,1,0,Sydney Thunder,Sydney Sixers,897753,166,BBL05,30
1934,2,DE Bollinger,3.0,0,40,1,13.33,,,,2,0,Sydney Thunder,Sydney Sixers,897753,166,BBL05,30
1935,3,JM Bird,3.0,0,27,0,9.0,,,,0,0,Sydney Thunder,Sydney Sixers,897753,166,BBL05,30
1936,4,J Botha,2.0,0,16,0,8.0,,,,0,0,Sydney Thunder,Sydney Sixers,897753,166,BBL05,30
1937,5,SA Abbott,4.0,0,41,2,10.25,,,,1,0,Sydney Thunder,Sydney Sixers,897753,166,BBL05,30
1938,6,NM Lyon,4.0,0,33,1,8.25,,,,0,0,Sydney Thunder,Sydney Sixers,897753,166,BBL05,30
1939,1,AD Russell,3.0,0,31,1,10.33,,,,0,0,Sydney Sixers,Sydney Thunder,897753,166,BBL05,30
1940,2,CJ McKay,2.3,0,16,3,6.4,,,,0,0,Sydney Sixers,Sydney Thunder,897753,166,BBL05,30
1941,3,N McAndrew,2.0,0,21,0,10.5,,,,3,0,Sydney Sixers,Sydney Thunder,897753,166,BBL05,30
1942,4,SR Watson,2.0,0,22,0,11.0,,,,0,0,Sydney Sixers,Sydney Thunder,897753,166,BBL05,30
1943,5,Fawad Ahmed,4.0,0,39,3,9.75,,,,0,0,Sydney Sixers,Sydney Thunder,897753,166,BBL05,30
1944,6,CJ Green,4.0,0,27,3,6.75,,,,0,0,Sydney Sixers,Sydney Thunder,897753,166,BBL05,30
1945,1,DJ Willey,4.0,0,23,1,5.75,,,,2,0,Melbourne Stars,Perth Scorchers,897755,167,BBL05,31
1946,2,MW Dixon,4.0,0,32,3,8.0,,,,0,0,Melbourne Stars,Perth Scorchers,897755,167,BBL05,31
1947,3,AJ Turner,1.0,0,2,1,2.0,,,,0,0,Melbourne Stars,Perth Scorchers,897755,167,BBL05,31
1948,4,AJ Tye,4.0,0,25,2,6.25,,,,1,0,Melbourne Stars,Perth Scorchers,897755,167,BBL05,31
1949,5,JA Richardson,2.0,0,22,0,11.0,,,,1,0,Melbourne Stars,Perth Scorchers,897755,167,BBL05,31
1950,6,GB Hogg,4.0,0,36,1,9.0,,,,0,0,Melbourne Stars,Perth Scorchers,897755,167,BBL05,31
1951,7,AC Agar,1.0,0,4,0,4.0,,,,0,0,Melbourne Stars,Perth Scorchers,897755,167,BBL05,31
1952,1,DJ Worrall,4.0,0,11,3,2.75,,,,1,0,Perth Scorchers,Melbourne Stars,897755,167,BBL05,31
1953,2,BW Hilfenhaus,3.0,0,17,3,5.66,,,,1,0,Perth Scorchers,Melbourne Stars,897755,167,BBL05,31
1954,3,MA Beer,3.0,0,15,0,5.0,,,,1,0,Perth Scorchers,Melbourne Stars,897755,167,BBL05,31
1955,4,EP Gulbis,3.0,0,20,1,6.66,,,,0,0,Perth Scorchers,Melbourne Stars,897755,167,BBL05,31
1956,5,A Zampa,4.0,0,15,2,3.75,,,,0,0,Perth Scorchers,Melbourne Stars,897755,167,BBL05,31
1957,6,MP Stoinis,2.0,0,8,1,4.0,,,,2,0,Perth Scorchers,Melbourne Stars,897755,167,BBL05,31
1958,1,XJ Doherty,4.0,0,30,2,7.5,,,,1,0,Adelaide Strikers,Melbourne Renegades,897757,168,BBL05,32
1959,2,CP Tremain,4.0,0,26,1,6.5,,,,0,0,Adelaide Strikers,Melbourne Renegades,897757,168,BBL05,32
1960,3,NJ Rimmington,4.0,0,35,1,8.75,,,,1,0,Adelaide Strikers,Melbourne Renegades,897757,168,BBL05,32
1961,4,CJ Gannon,4.0,0,39,0,9.75,,,,1,0,Adelaide Strikers,Melbourne Renegades,897757,168,BBL05,32
1962,5,DJ Bravo,4.0,0,36,1,9.0,,,,0,0,Adelaide Strikers,Melbourne Renegades,897757,168,BBL05,32
1963,1,GA West,2.0,0,38,0,19.0,,,,1,0,Melbourne Renegades,Adelaide Strikers,897757,168,BBL05,32
1964,2,MG Neser,3.0,0,15,2,5.0,,,,0,0,Melbourne Renegades,Adelaide Strikers,897757,168,BBL05,32
1965,3,B Laughlin,2.3,0,29,1,11.6,,,,0,1,Melbourne Renegades,Adelaide Strikers,897757,168,BBL05,32
1966,4,TM Head,2.0,0,16,3,8.0,,,,1,0,Melbourne Renegades,Adelaide Strikers,897757,168,BBL05,32
1967,5,JM Holland,3.0,0,24,2,8.0,,,,0,0,Melbourne Renegades,Adelaide Strikers,897757,168,BBL05,32
1968,6,AU Rashid,3.0,0,21,1,7.0,,,,0,0,Melbourne Renegades,Adelaide Strikers,897757,168,BBL05,32
1969,1,AD Russell,4.0,0,31,1,7.75,,,,1,1,Adelaide Strikers,Sydney Thunder,897759,169,BBL05,33
1970,2,SR Watson,4.0,0,28,2,7.0,,,,2,0,Adelaide Strikers,Sydney Thunder,897759,169,BBL05,33
1971,3,CJ McKay,4.0,0,44,3,11.0,,,,2,0,Adelaide Strikers,Sydney Thunder,897759,169,BBL05,33
1972,4,N McAndrew,2.0,0,14,0,7.0,,,,0,0,Adelaide Strikers,Sydney Thunder,897759,169,BBL05,33
1973,5,CJ Green,4.0,0,20,1,5.0,,,,0,0,Adelaide Strikers,Sydney Thunder,897759,169,BBL05,33
1974,6,Fawad Ahmed,2.0,0,22,0,11.0,,,,0,0,Adelaide Strikers,Sydney Thunder,897759,169,BBL05,33
1975,1,GD Putland,4.0,0,37,0,9.25,,,,1,1,Sydney Thunder,Adelaide Strikers,897759,169,BBL05,33
1976,2,JM Holland,2.0,0,19,0,9.5,,,,0,0,Sydney Thunder,Adelaide Strikers,897759,169,BBL05,33
1977,3,MG Neser,3.0,0,33,0,11.0,,,,0,0,Sydney Thunder,Adelaide Strikers,897759,169,BBL05,33
1978,4,B Laughlin,3.0,0,21,1,7.0,,,,0,0,Sydney Thunder,Adelaide Strikers,897759,169,BBL05,33
1979,5,TM Head,2.0,0,21,0,10.5,,,,0,0,Sydney Thunder,Adelaide Strikers,897759,169,BBL05,33
1980,6,AU Rashid,3.4,0,28,1,7.63,,,,0,0,Sydney Thunder,Adelaide Strikers,897759,169,BBL05,33
1981,1,DJ Worrall,4.0,0,25,3,6.25,,,,1,1,Perth Scorchers,Melbourne Stars,897761,170,BBL05,34
1982,2,BW Hilfenhaus,4.0,0,28,1,7.0,,,,1,0,Perth Scorchers,Melbourne Stars,897761,170,BBL05,34
1983,3,MA Beer,4.0,0,22,1,5.5,,,,0,0,Perth Scorchers,Melbourne Stars,897761,170,BBL05,34
1984,4,EP Gulbis,1.0,0,14,0,14.0,,,,0,0,Perth Scorchers,Melbourne Stars,897761,170,BBL05,34
1985,5,A Zampa,4.0,0,22,1,5.5,,,,1,0,Perth Scorchers,Melbourne Stars,897761,170,BBL05,34
1986,6,MP Stoinis,3.0,0,24,1,8.0,,,,0,0,Perth Scorchers,Melbourne Stars,897761,170,BBL05,34
1987,1,JP Behrendorff,4.0,0,28,0,7.0,,,,0,0,Melbourne Stars,Perth Scorchers,897761,170,BBL05,34
1988,2,DJ Willey,3.0,0,22,1,7.33,,,,1,0,Melbourne Stars,Perth Scorchers,897761,170,BBL05,34
1989,3,AJ Tye,3.0,0,29,0,9.66,,,,0,0,Melbourne Stars,Perth Scorchers,897761,170,BBL05,34
1990,4,AC Agar,2.0,0,15,0,7.5,,,,0,0,Melbourne Stars,Perth Scorchers,897761,170,BBL05,34
1991,5,GB Hogg,4.0,0,20,1,5.0,,,,1,0,Melbourne Stars,Perth Scorchers,897761,170,BBL05,34
1992,6,JS Paris,2.1,0,24,1,11.07,,,,1,0,Melbourne Stars,Perth Scorchers,897761,170,BBL05,34
1993,1,AD Russell,4.0,0,30,1,7.5,,,,5,0,Melbourne Stars,Sydney Thunder,897763,171,BBL05,35
1994,2,SR Watson,3.0,0,17,2,5.66,,,,0,0,Melbourne Stars,Sydney Thunder,897763,171,BBL05,35
1995,3,CJ McKay,4.0,0,40,1,10.0,,,,1,0,Melbourne Stars,Sydney Thunder,897763,171,BBL05,35
1996,4,JH Kallis,3.0,0,24,1,8.0,,,,0,0,Melbourne Stars,Sydney Thunder,897763,171,BBL05,35
1997,5,Fawad Ahmed,2.0,0,24,0,12.0,,,,0,0,Melbourne Stars,Sydney Thunder,897763,171,BBL05,35
1998,6,CJ Green,4.0,0,37,2,9.25,,,,1,0,Melbourne Stars,Sydney Thunder,897763,171,BBL05,35
1999,1,DJ Worrall,3.3,0,42,0,12.0,,,,2,0,Sydney Thunder,Melbourne Stars,897763,171,BBL05,35
2000,2,BW Hilfenhaus,2.0,0,21,0,10.5,,,,0,0,Sydney Thunder,Melbourne Stars,897763,171,BBL05,35
2001,3,MA Beer,3.0,0,25,0,8.33,,,,0,0,Sydney Thunder,Melbourne Stars,897763,171,BBL05,35
2002,4,EP Gulbis,2.0,0,19,0,9.5,,,,1,0,Sydney Thunder,Melbourne Stars,897763,171,BBL05,35
2003,5,A Zampa,4.0,0,32,2,8.0,,,,2,1,Sydney Thunder,Melbourne Stars,897763,171,BBL05,35
2004,6,MP Stoinis,4.0,0,30,3,7.5,,,,3,0,Sydney Thunder,Melbourne Stars,897763,171,BBL05,35
2005,7,DJ Hussey,1.0,0,9,1,9.0,,,,0,0,Sydney Thunder,Melbourne Stars,897763,171,BBL05,35
2006,1,SNJ O'Keefe,4.0,0,16,1,4.0,,,,0,0,Sydney Thunder,Sydney Sixers,1023581,172,BBL06,1
2007,2,BJ Dwarshuis,4.0,0,29,2,7.25,,,,2,0,Sydney Thunder,Sydney Sixers,1023581,172,BBL06,1
2008,3,JM Mennie,2.0,1,16,2,8.0,,,,0,0,Sydney Thunder,Sydney Sixers,1023581,172,BBL06,1
2009,4,DE Bollinger,3.0,0,33,2,11.0,,,,1,0,Sydney Thunder,Sydney Sixers,1023581,172,BBL06,1
2010,5,SA Abbott,3.0,0,24,0,8.0,,,,0,0,Sydney Thunder,Sydney Sixers,1023581,172,BBL06,1
2011,6,J Botha,4.0,0,29,1,7.25,,,,1,0,Sydney Thunder,Sydney Sixers,1023581,172,BBL06,1
2012,1,PJ Cummins,3.0,0,38,0,12.66,,,,0,0,Sydney Sixers,Sydney Thunder,1023581,172,BBL06,1
2013,2,AD Russell,4.0,0,27,1,6.75,,,,1,0,Sydney Sixers,Sydney Thunder,1023581,172,BBL06,1
2014,3,CJ McKay,2.0,0,20,0,10.0,,,,0,0,Sydney Sixers,Sydney Thunder,1023581,172,BBL06,1
2015,4,GS Sandhu,2.0,0,18,0,9.0,,,,1,0,Sydney Sixers,Sydney Thunder,1023581,172,BBL06,1
2016,5,CJ Green,4.0,0,32,0,8.0,,,,0,0,Sydney Sixers,Sydney Thunder,1023581,172,BBL06,1
2017,6,Fawad Ahmed,3.0,0,25,0,8.33,,,,1,0,Sydney Sixers,Sydney Thunder,1023581,172,BBL06,1
2018,1,MG Neser,2.0,0,32,0,16.0,,,,1,0,Brisbane Heat,Adelaide Strikers,1023583,173,BBL06,2
2019,2,KW Richardson,3.0,0,37,1,12.33,,,,0,0,Brisbane Heat,Adelaide Strikers,1023583,173,BBL06,2
2020,3,JS Lehmann,1.0,0,11,0,11.0,,,,0,0,Brisbane Heat,Adelaide Strikers,1023583,173,BBL06,2
2021,4,CJ Jordan,3.0,0,29,2,9.66,,,,2,0,Brisbane Heat,Adelaide Strikers,1023583,173,BBL06,2
2022,5,B Laughlin,3.0,0,37,0,12.33,,,,0,0,Brisbane Heat,Adelaide Strikers,1023583,173,BBL06,2
2023,6,KA Pollard,4.0,0,27,2,6.75,,,,1,0,Brisbane Heat,Adelaide Strikers,1023583,173,BBL06,2
2024,7,LN O'Connor,4.0,0,28,0,7.0,,,,0,0,Brisbane Heat,Adelaide Strikers,1023583,173,BBL06,2
2025,1,JS Floros,3.0,0,40,0,13.33,,,,0,0,Adelaide Strikers,Brisbane Heat,1023583,173,BBL06,2
2026,2,S Badree,4.0,1,22,0,5.5,,,,1,0,Adelaide Strikers,Brisbane Heat,1023583,173,BBL06,2
2027,3,MT Steketee,4.0,0,32,3,8.0,,,,2,0,Adelaide Strikers,Brisbane Heat,1023583,173,BBL06,2
2028,4,BCJ Cutting,4.0,0,46,2,11.5,,,,0,0,Adelaide Strikers,Brisbane Heat,1023583,173,BBL06,2
2029,5,JD Wildermuth,2.0,0,27,0,13.5,,,,1,0,Adelaide Strikers,Brisbane Heat,1023583,173,BBL06,2
2030,6,MJ Swepson,3.0,0,26,1,8.66,,,,0,0,Adelaide Strikers,Brisbane Heat,1023583,173,BBL06,2
2031,1,PJ Cummins,4.0,0,26,1,6.5,,,,2,0,Melbourne Renegades,Sydney Thunder,1023585,174,BBL06,3
2032,2,AD Russell,4.0,0,42,2,10.5,,,,1,0,Melbourne Renegades,Sydney Thunder,1023585,174,BBL06,3
2033,3,CJ McKay,4.0,0,40,1,10.0,,,,1,0,Melbourne Renegades,Sydney Thunder,1023585,174,BBL06,3
2034,4,CJ Green,3.0,0,21,1,7.0,,,,0,0,Melbourne Renegades,Sydney Thunder,1023585,174,BBL06,3
2035,5,Fawad Ahmed,4.0,0,29,1,7.25,,,,0,0,Melbourne Renegades,Sydney Thunder,1023585,174,BBL06,3
2036,6,AJ Nair,1.0,0,14,0,14.0,,,,0,0,Melbourne Renegades,Sydney Thunder,1023585,174,BBL06,3
2037,1,TLW Cooper,2.0,0,8,1,4.0,,,,0,0,Sydney Thunder,Melbourne Renegades,1023585,174,BBL06,3
2038,2,CP Tremain,4.0,0,21,1,5.25,,,,2,0,Sydney Thunder,Melbourne Renegades,1023585,174,BBL06,3
2039,3,NJ Rimmington,1.1,0,10,0,8.57,,,,0,0,Sydney Thunder,Melbourne Renegades,1023585,174,BBL06,3
2040,4,SP Narine,4.0,0,32,2,8.0,,,,0,0,Sydney Thunder,Melbourne Renegades,1023585,174,BBL06,3
2041,5,DJ Bravo,4.0,0,27,2,6.75,,,,1,0,Sydney Thunder,Melbourne Renegades,1023585,174,BBL06,3
2042,6,GB Hogg,4.0,0,22,2,5.5,,,,0,0,Sydney Thunder,Melbourne Renegades,1023585,174,BBL06,3
2043,1,J Botha,4.0,0,21,1,5.25,,,,0,0,Hobart Hurricanes,Sydney Sixers,1023587,175,BBL06,4
2044,2,BJ Dwarshuis,3.0,0,44,1,14.66,,,,1,0,Hobart Hurricanes,Sydney Sixers,1023587,175,BBL06,4
2045,3,JM Mennie,1.0,0,20,0,20.0,,,,0,0,Hobart Hurricanes,Sydney Sixers,1023587,175,BBL06,4
2046,4,SA Abbott,4.0,0,41,2,10.25,,,,0,0,Hobart Hurricanes,Sydney Sixers,1023587,175,BBL06,4
2047,5,SNJ O'Keefe,4.0,0,31,1,7.75,,,,1,0,Hobart Hurricanes,Sydney Sixers,1023587,175,BBL06,4
2048,6,DE Bollinger,4.0,0,37,1,9.25,,,,1,0,Hobart Hurricanes,Sydney Sixers,1023587,175,BBL06,4
2049,1,SW Tait,3.2,0,32,3,9.6,,,,4,0,Sydney Sixers,Hobart Hurricanes,1023587,175,BBL06,4
2050,2,CA Rose,2.0,0,14,2,7.0,,,,0,0,Sydney Sixers,Hobart Hurricanes,1023587,175,BBL06,4
2051,3,SCJ Broad,3.0,0,35,0,11.66,,,,2,0,Sydney Sixers,Hobart Hurricanes,1023587,175,BBL06,4
2052,4,HP Kingston,3.0,0,20,2,6.66,,,,0,0,Sydney Sixers,Hobart Hurricanes,1023587,175,BBL06,4
2053,5,CJ Boyce,4.0,0,32,1,8.0,,,,0,0,Sydney Sixers,Hobart Hurricanes,1023587,175,BBL06,4
2054,6,DJM Short,1.0,0,6,1,6.0,,,,0,0,Sydney Sixers,Hobart Hurricanes,1023587,175,BBL06,4
2055,1,MG Neser,4.0,0,37,2,9.25,,,,3,1,Perth Scorchers,Adelaide Strikers,1023589,176,BBL06,5
2056,2,B Stanlake,4.0,0,34,0,8.5,,,,3,0,Perth Scorchers,Adelaide Strikers,1023589,176,BBL06,5
2057,3,CJ Jordan,4.0,0,48,2,12.0,,,,2,0,Perth Scorchers,Adelaide Strikers,1023589,176,BBL06,5
2058,4,KW Richardson,4.0,0,38,1,9.5,,,,0,0,Perth Scorchers,Adelaide Strikers,1023589,176,BBL06,5
2059,5,LN O'Connor,3.0,0,22,0,7.33,,,,0,0,Perth Scorchers,Adelaide Strikers,1023589,176,BBL06,5
2060,6,KA Pollard,1.0,0,10,1,10.0,,,,1,0,Perth Scorchers,Adelaide Strikers,1023589,176,BBL06,5
2061,1,DJ Willey,4.0,0,15,2,3.75,,,,1,0,Adelaide Strikers,Perth Scorchers,1023589,176,BBL06,5
2062,2,AJ Turner,2.0,0,6,0,3.0,,,,0,0,Adelaide Strikers,Perth Scorchers,1023589,176,BBL06,5
2063,3,JA Richardson,3.0,0,32,2,10.66,,,,2,0,Adelaide Strikers,Perth Scorchers,1023589,176,BBL06,5
2064,4,AJ Tye,4.0,0,25,0,6.25,,,,0,0,Adelaide Strikers,Perth Scorchers,1023589,176,BBL06,5
2065,5,MG Johnson,4.0,0,33,3,8.25,,,,1,0,Adelaide Strikers,Perth Scorchers,1023589,176,BBL06,5
2066,6,MR Marsh,1.0,0,11,0,11.0,,,,0,0,Adelaide Strikers,Perth Scorchers,1023589,176,BBL06,5
2067,7,AC Agar,2.0,0,25,1,12.5,,,,0,0,Adelaide Strikers,Perth Scorchers,1023589,176,BBL06,5
2068,1,MA Beer,3.0,0,20,0,6.66,,,,0,0,Hobart Hurricanes,Melbourne Stars,1023591,177,BBL06,6
2069,2,BW Hilfenhaus,4.0,0,38,3,9.5,,,,0,1,Hobart Hurricanes,Melbourne Stars,1023591,177,BBL06,6
2070,3,GJ Maxwell,2.0,0,12,1,6.0,,,,0,0,Hobart Hurricanes,Melbourne Stars,1023591,177,BBL06,6
2071,4,SM Boland,4.0,0,33,0,8.25,,,,0,0,Hobart Hurricanes,Melbourne Stars,1023591,177,BBL06,6
2072,5,A Zampa,4.0,0,41,0,10.25,,,,1,0,Hobart Hurricanes,Melbourne Stars,1023591,177,BBL06,6
2073,6,JP Faulkner,2.0,0,24,0,12.0,,,,0,0,Hobart Hurricanes,Melbourne Stars,1023591,177,BBL06,6
2074,7,MP Stoinis,1.0,0,17,0,17.0,,,,0,0,Hobart Hurricanes,Melbourne Stars,1023591,177,BBL06,6
