Order,Batsman,Dismissal,R,B,M,4s,6s,SR,Batting Team,Bowling Team,Match ID,Season,Season Match No,Match No
5,AC Voges,not out,19,8,11,1,1,237.5,Perth Scorchers,Sydney Sixers,654069,BBL03,20,86
6,AJ Turner,c SPD Smith b Lee,0,2,4,0,0,0,Perth Scorchers,Sydney Sixers,654069,BBL03,20,86
7,HWR Cartwright,not out,0,1,3,0,0,0,Perth Scorchers,Sydney Sixers,654069,BBL03,20,86
1,SNJ O'Keefe, b Behrendorff,10,6,5,2,0,166.66,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
2,NJ Maddinson,c Voges b Yasir Arafat,8,7,10,2,0,114.28,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
3,MC Henriques,c †Whiteman b Behrendorff,0,4,8,0,0,0,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
4,SPD Smith (c),c Voges b Yasir Arafat,65,48,60,6,1,135.41,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
5,MJ North,c †Whiteman b Behrendorff,0,1,1,0,0,0,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
6,JC Silk,c & b Voges,23,24,28,2,0,95.83,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
7,DLR Smith †,c Thomas b Hogg,12,12,19,1,0,100,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
8,B Lee, b Yasir Arafat,13,9,18,0,1,144.44,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
9,NM Lyon, b Yasir Arafat,0,2,2,0,0,0,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
10,CT Tremlett,not out,8,6,11,1,0,133.33,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
11,JR Hazlewood,not out,1,1,1,0,0,100,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
1,TD Paine (c) †,c Hughes b Mendis,14,14,,1,0,100,Hobart Hurricanes,Sydney Thunder,654071,BBL03,21,87
2,BR Dunk,c Khawaja b Sandhu,96,54,,8,5,177.77,Hobart Hurricanes,Sydney Thunder,654071,BBL03,21,87
3,TR Birt,c Mendis b Sandhu,22,19,,1,1,115.78,Hobart Hurricanes,Sydney Thunder,654071,BBL03,21,87
4,AC Blizzard,c Floros b Sandhu,15,15,,2,0,100,Hobart Hurricanes,Sydney Thunder,654071,BBL03,21,87
5,OA Shah,c Sandhu b Tye,3,7,,0,0,42.85,Hobart Hurricanes,Sydney Thunder,654071,BBL03,21,87
6,Shoaib Malik,not out,12,8,,1,0,150,Hobart Hurricanes,Sydney Thunder,654071,BBL03,21,87
7,JW Wells,not out,3,4,,0,0,75,Hobart Hurricanes,Sydney Thunder,654071,BBL03,21,87
1,UT Khawaja,c Hilfenhaus b Laughlin,28,30,,4,0,93.33,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
2,DP Hughes, b Shoaib Malik,0,1,,0,0,0,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
3,MEK Hussey (c),c Birt b Hilfenhaus,2,5,,0,0,40,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
4,CJ Borgas,c Birt b Laughlin,8,11,,0,0,72.72,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
5,JS Floros,run out (Laughlin/Birt),12,17,,0,0,70.58,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
6,KR Patterson,st †Paine b Shoaib Malik,11,11,,0,0,100,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
7,RGL Carters †,c Dunk b Laughlin,10,11,,0,0,90.9,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
8,AJ Tye,c Wells b Boyce,7,6,,0,1,116.66,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
9,BAW Mendis,c Birt b Boyce,5,6,,1,0,83.33,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
10,GS Sandhu,c Bollinger b Boyce,1,2,,0,0,50,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
11,DP Nannes,not out,0,0,,0,0,-,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
1,C Kieswetter †,c Hodge b Bird,13,13,,2,0,100,Brisbane Heat,Melbourne Stars,654073,BBL03,22,88
2,LA Pomersbach,lbw b Hussey,1,2,,0,0,50,Brisbane Heat,Melbourne Stars,654073,BBL03,22,88
3,PJ Forrest,c Hastings b Bird,12,11,,1,0,109.09,Brisbane Heat,Melbourne Stars,654073,BBL03,22,88
4,DT Christian,not out,68,49,,4,3,138.77,Brisbane Heat,Melbourne Stars,654073,BBL03,22,88
5,CA Lynn,c Hodge b Wright,10,7,,1,0,142.85,Brisbane Heat,Melbourne Stars,654073,BBL03,22,88
6,JR Hopes (c), b Malinga,2,4,,0,0,50,Brisbane Heat,Melbourne Stars,654073,BBL03,22,88
7,CJM Sabburg,c †Wade b Hastings,16,28,,0,0,57.14,Brisbane Heat,Melbourne Stars,654073,BBL03,22,88
8,BCJ Cutting,c Hussey b Malinga,7,6,,0,0,116.66,Brisbane Heat,Melbourne Stars,654073,BBL03,22,88
9,CJ Gannon,not out,0,0,,0,0,-,Brisbane Heat,Melbourne Stars,654073,BBL03,22,88
1,CL White (c),c Cutting b Steketee,17,13,,3,0,130.76,Melbourne Stars,Brisbane Heat,654073,BBL03,22,88
2,LJ Wright,c †Kieswetter b Hopes,37,33,,4,1,112.12,Melbourne Stars,Brisbane Heat,654073,BBL03,22,88
3,MS Wade †, b Gannon,33,28,,2,1,117.85,Melbourne Stars,Brisbane Heat,654073,BBL03,22,88
4,BJ Hodge,c †Kieswetter b Hopes,1,4,,0,0,25,Melbourne Stars,Brisbane Heat,654073,BBL03,22,88
5,DJ Hussey,c †Kieswetter b Hopes,16,16,,1,1,100,Melbourne Stars,Brisbane Heat,654073,BBL03,22,88
6,RJ Quiney,c Lynn b Steketee,22,14,,1,1,157.14,Melbourne Stars,Brisbane Heat,654073,BBL03,22,88
7,MP Stoinis,c Cutting b Gannon,11,8,,0,1,137.5,Melbourne Stars,Brisbane Heat,654073,BBL03,22,88
8,JW Hastings,not out,8,2,,0,1,400,Melbourne Stars,Brisbane Heat,654073,BBL03,22,88
9,JM Muirhead,not out,0,0,,0,0,-,Melbourne Stars,Brisbane Heat,654073,BBL03,22,88
1,AJ Finch (c), b Sandhu,0,2,1,0,0,0,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
2,DJ Harris,c Hussey b Tremain,30,31,58,4,0,96.77,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
3,AJ Doolan,c Tremain b Sandhu,8,9,14,0,0,88.88,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
4,BJ Rohrer,lbw b Tye,22,18,29,2,1,122.22,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
5,MW Hill,st †Carters b Mendis,7,6,5,0,0,116.66,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
6,PM Nevill †,c & b Sandhu,14,19,24,1,0,73.68,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
7,AW O'Brien,c †Carters b Nannes,5,8,14,0,0,62.5,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
8,JL Pattinson,c †Carters b Mendis,3,5,7,0,0,60,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
9,NJ Rimmington,run out (Dilshan),8,9,13,0,0,88.88,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
10,Fawad Ahmed,run out (Tye),1,4,5,0,0,25,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
11,M Muralitharan,not out,0,0,3,0,0,-,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
1,UT Khawaja,not out,46,34,45,7,0,135.29,Sydney Thunder,Melbourne Renegades,654075,BBL03,23,89
2,TM Dilshan,c Hill b Pattinson,46,29,37,7,1,158.62,Sydney Thunder,Melbourne Renegades,654075,BBL03,23,89
3,MEK Hussey (c),not out,9,6,7,1,0,150,Sydney Thunder,Melbourne Renegades,654075,BBL03,23,89
1,NJ Maddinson,c Hilfenhaus b Shoaib Malik,17,13,,2,1,130.76,Sydney Sixers,Hobart Hurricanes,654077,BBL03,24,90
2,MJ Lumb,c Dunk b Hilfenhaus,23,13,,2,2,176.92,Sydney Sixers,Hobart Hurricanes,654077,BBL03,24,90
3,MC Henriques,c Boyce b Hilfenhaus,31,21,,2,2,147.61,Sydney Sixers,Hobart Hurricanes,654077,BBL03,24,90
4,SPD Smith (c),c Gulbis b Bollinger,52,32,,3,2,162.5,Sydney Sixers,Hobart Hurricanes,654077,BBL03,24,90
5,MJ North,c Shah b Boyce,6,9,,1,0,66.66,Sydney Sixers,Hobart Hurricanes,654077,BBL03,24,90
6,JC Silk,c Shah b Laughlin,32,27,,4,0,118.51,Sydney Sixers,Hobart Hurricanes,654077,BBL03,24,90
7,SNJ O'Keefe,not out,6,3,,1,0,200,Sydney Sixers,Hobart Hurricanes,654077,BBL03,24,90
8,DLR Smith †,not out,6,2,,1,0,300,Sydney Sixers,Hobart Hurricanes,654077,BBL03,24,90
1,BR Dunk,st †DLR Smith b Lyon,39,35,,4,1,111.42,Hobart Hurricanes,Sydney Sixers,654077,BBL03,24,90
2,TD Paine (c) †,st †DLR Smith b Lyon,57,30,,6,2,190,Hobart Hurricanes,Sydney Sixers,654077,BBL03,24,90
3,JW Wells,lbw b O'Keefe,9,9,,0,0,100,Hobart Hurricanes,Sydney Sixers,654077,BBL03,24,90
4,TR Birt,c SPD Smith b Hazlewood,33,21,,4,1,157.14,Hobart Hurricanes,Sydney Sixers,654077,BBL03,24,90
5,OA Shah,c O'Keefe b North,11,10,,1,0,110,Hobart Hurricanes,Sydney Sixers,654077,BBL03,24,90
6,EP Gulbis, b Hazlewood,7,8,,0,0,87.5,Hobart Hurricanes,Sydney Sixers,654077,BBL03,24,90
7,Shoaib Malik,c SPD Smith b Lee,0,1,,0,0,0,Hobart Hurricanes,Sydney Sixers,654077,BBL03,24,90
8,B Laughlin,run out (†Smith),2,2,,0,0,100,Hobart Hurricanes,Sydney Sixers,654077,BBL03,24,90
9,BW Hilfenhaus,not out,3,3,,0,0,100,Hobart Hurricanes,Sydney Sixers,654077,BBL03,24,90
10,CJ Boyce,not out,0,1,,0,0,0,Hobart Hurricanes,Sydney Sixers,654077,BBL03,24,90
1,CJ Simmons,c Hales b Holland,102,41,,8,8,248.78,Perth Scorchers,Adelaide Strikers,654079,BBL03,25,91
2,SM Katich (c), b Richardson,9,8,,2,0,112.5,Perth Scorchers,Adelaide Strikers,654079,BBL03,25,91
3,SM Whiteman †,c Hughes b Holland,20,19,,2,0,105.26,Perth Scorchers,Adelaide Strikers,654079,BBL03,25,91
4,AC Voges,c †Ludeman b Tait,10,13,,0,0,76.92,Perth Scorchers,Adelaide Strikers,654079,BBL03,25,91
5,MR Marsh,run out (Neser),7,8,,0,0,87.5,Perth Scorchers,Adelaide Strikers,654079,BBL03,25,91
6,AJ Turner,not out,27,14,,2,1,192.85,Perth Scorchers,Adelaide Strikers,654079,BBL03,25,91
7,HWR Cartwright,c Neser b Tait,1,2,,0,0,50,Perth Scorchers,Adelaide Strikers,654079,BBL03,25,91
8,PJ Cummins,c Botha b Tait,3,6,,0,0,50,Perth Scorchers,Adelaide Strikers,654079,BBL03,25,91
9,JP Behrendorff,not out,15,9,,2,0,166.66,Perth Scorchers,Adelaide Strikers,654079,BBL03,25,91
1,AD Hales, b Yasir Arafat,31,19,,3,2,163.15,Adelaide Strikers,Perth Scorchers,654079,BBL03,25,91
2,PJ Hughes,c Hogg b Behrendorff,58,45,,6,1,128.88,Adelaide Strikers,Perth Scorchers,654079,BBL03,25,91
3,JR Dean,run out (Cartwright),29,15,,2,2,193.33,Adelaide Strikers,Perth Scorchers,654079,BBL03,25,91
4,TM Head,c Yasir Arafat b Turner,17,9,,0,2,188.88,Adelaide Strikers,Perth Scorchers,654079,BBL03,25,91
5,NJ Reardon,c Cartwright b Cummins,30,18,,1,3,166.66,Adelaide Strikers,Perth Scorchers,654079,BBL03,25,91
6,J Botha (c), b Hogg,9,5,,0,1,180,Adelaide Strikers,Perth Scorchers,654079,BBL03,25,91
7,KW Richardson,not out,3,5,,0,0,60,Adelaide Strikers,Perth Scorchers,654079,BBL03,25,91
8,TP Ludeman †,not out,15,5,,2,1,300,Adelaide Strikers,Perth Scorchers,654079,BBL03,25,91
1,C Kieswetter †,c †Ludeman b Tait,51,46,,2,3,110.86,Brisbane Heat,Adelaide Strikers,654081,BBL03,26,92
2,JA Burns,c Hughes b Neser,4,9,,0,0,44.44,Brisbane Heat,Adelaide Strikers,654081,BBL03,26,92
3,LA Pomersbach, b Botha,20,16,,2,0,125,Brisbane Heat,Adelaide Strikers,654081,BBL03,26,92
4,CA Lynn, b Botha,3,6,,0,0,50,Brisbane Heat,Adelaide Strikers,654081,BBL03,26,92
5,BR McDermott,c Botha b Neser,30,26,,4,1,115.38,Brisbane Heat,Adelaide Strikers,654081,BBL03,26,92
6,BCJ Cutting,c Holland b Tait,1,4,,0,0,25,Brisbane Heat,Adelaide Strikers,654081,BBL03,26,92
7,JR Hopes (c),not out,12,9,,1,0,133.33,Brisbane Heat,Adelaide Strikers,654081,BBL03,26,92
8,DL Vettori, b Richardson,1,2,,0,0,50,Brisbane Heat,Adelaide Strikers,654081,BBL03,26,92
9,RJ Harris,not out,1,2,,0,0,50,Brisbane Heat,Adelaide Strikers,654081,BBL03,26,92
1,M Klinger,c & b Steketee,17,19,,3,0,89.47,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
2,AD Hales,lbw b Vettori,3,7,,0,0,42.85,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
3,JR Dean,st †Kieswetter b Vettori,2,4,,0,0,50,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
4,PJ Hughes,c †Kieswetter b Hopes,7,10,,1,0,70,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
5,NJ Reardon,c Steketee b Gannon,33,35,,3,0,94.28,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
6,TP Ludeman †,c †Kieswetter b Hopes,22,20,,0,1,110,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
7,J Botha (c), b Harris,0,2,,0,0,0,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
8,MG Neser,c Harris b Gannon,5,5,,0,0,100,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
9,KW Richardson,c Pomersbach b Gannon,1,3,,0,0,33.33,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
10,JM Holland,not out,5,5,,0,0,100,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
11,SW Tait, b Harris,0,1,,0,0,0,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
1,NJ Maddinson,st †Nevill b O'Brien,3,3,5,0,0,100,Sydney Sixers,Melbourne Renegades,654083,BBL03,27,93
2,MJ Lumb,c Rohrer b Rimmington,18,16,25,2,0,112.5,Sydney Sixers,Melbourne Renegades,654083,BBL03,27,93
3,MC Henriques,st †Nevill b Muralitharan,55,39,51,7,1,141.02,Sydney Sixers,Melbourne Renegades,654083,BBL03,27,93
4,SPD Smith (c),c & b O'Brien,25,22,23,0,1,113.63,Sydney Sixers,Melbourne Renegades,654083,BBL03,27,93
5,MJ North,not out,30,21,32,2,1,142.85,Sydney Sixers,Melbourne Renegades,654083,BBL03,27,93
6,JC Silk, b Bravo,10,15,19,0,0,66.66,Sydney Sixers,Melbourne Renegades,654083,BBL03,27,93
7,DLR Smith †,lbw b Rimmington,0,1,1,0,0,0,Sydney Sixers,Melbourne Renegades,654083,BBL03,27,93
8,SNJ O'Keefe,not out,5,3,2,0,0,166.66,Sydney Sixers,Melbourne Renegades,654083,BBL03,27,93
1,DJ Harris,run out (Henriques),20,17,22,1,1,117.64,Melbourne Renegades,Sydney Sixers,654083,BBL03,27,93
2,MW Hill,c Maddinson b Henriques,35,31,40,1,2,112.9,Melbourne Renegades,Sydney Sixers,654083,BBL03,27,93
3,AJ Doolan,run out (†Smith/O'Keefe),19,18,28,1,0,105.55,Melbourne Renegades,Sydney Sixers,654083,BBL03,27,93
4,DJ Bravo,c Lyon b Hazlewood,38,30,33,1,2,126.66,Melbourne Renegades,Sydney Sixers,654083,BBL03,27,93
5,BJ Rohrer (c),not out,28,20,34,1,1,140,Melbourne Renegades,Sydney Sixers,654083,BBL03,27,93
6,SF Mire,run out (†Smith),1,1,3,0,0,100,Melbourne Renegades,Sydney Sixers,654083,BBL03,27,93
7,PM Nevill †,not out,4,3,7,0,0,133.33,Melbourne Renegades,Sydney Sixers,654083,BBL03,27,93
1,TD Paine (c) †,c Wright b Hussey,0,1,1,0,0,0,Hobart Hurricanes,Melbourne Stars,654085,BBL03,28,94
2,BR Dunk,c Wright b Stoinis,30,30,51,3,0,100,Hobart Hurricanes,Melbourne Stars,654085,BBL03,28,94
3,JW Wells,c Muirhead b Hastings,19,18,16,3,0,105.55,Hobart Hurricanes,Melbourne Stars,654085,BBL03,28,94
4,Shoaib Malik,run out (Boland),0,0,4,0,0,-,Hobart Hurricanes,Melbourne Stars,654085,BBL03,28,94
5,TR Birt,c Boland b Stoinis,31,23,25,2,2,134.78,Hobart Hurricanes,Melbourne Stars,654085,BBL03,28,94
6,AC Blizzard,not out,28,24,32,2,1,116.66,Hobart Hurricanes,Melbourne Stars,654085,BBL03,28,94
7,AD Mascarenhas,c Muirhead b Hastings,8,14,15,0,0,57.14,Hobart Hurricanes,Melbourne Stars,654085,BBL03,28,94
8,B Laughlin,c Hussey b Boland,1,3,4,0,0,33.33,Hobart Hurricanes,Melbourne Stars,654085,BBL03,28,94
9,BW Hilfenhaus,c Stoinis b Boland,0,1,2,0,0,0,Hobart Hurricanes,Melbourne Stars,654085,BBL03,28,94
10,CJ Boyce,c Hussey b Bird,8,6,6,1,0,133.33,Hobart Hurricanes,Melbourne Stars,654085,BBL03,28,94
1,CL White (c),c Birt b Mascarenhas,4,5,6,0,0,80,Melbourne Stars,Hobart Hurricanes,654085,BBL03,28,94
2,LJ Wright,lbw b Laughlin,52,36,64,5,2,144.44,Melbourne Stars,Hobart Hurricanes,654085,BBL03,28,94
3,RJ Quiney, b Shoaib Malik,13,12,14,2,0,108.33,Melbourne Stars,Hobart Hurricanes,654085,BBL03,28,94
4,BJ Hodge,c Dunk b Hilfenhaus,12,26,27,0,0,46.15,Melbourne Stars,Hobart Hurricanes,654085,BBL03,28,94
5,DJ Hussey,not out,19,18,34,0,0,105.55,Melbourne Stars,Hobart Hurricanes,654085,BBL03,28,94
6,MP Stoinis,c Dunk b Laughlin,10,9,9,0,1,111.11,Melbourne Stars,Hobart Hurricanes,654085,BBL03,28,94
7,PSP Handscomb †,not out,13,9,9,1,0,144.44,Melbourne Stars,Hobart Hurricanes,654085,BBL03,28,94
1,DJ Harris,c Reardon b Holland,31,32,,4,0,96.87,Melbourne Renegades,Adelaide Strikers,654087,BBL03,29,95
2,MW Hill,c Hales b Holland,30,24,,3,1,125,Melbourne Renegades,Adelaide Strikers,654087,BBL03,29,95
3,DJ Bravo,c Neser b Tait,47,33,,1,4,142.42,Melbourne Renegades,Adelaide Strikers,654087,BBL03,29,95
4,BJ Rohrer (c),c Holland b Tait,30,24,,3,1,125,Melbourne Renegades,Adelaide Strikers,654087,BBL03,29,95
5,SF Mire,c Neser b Richardson,1,2,,0,0,50,Melbourne Renegades,Adelaide Strikers,654087,BBL03,29,95
6,PM Nevill †,c Neser b Richardson,0,1,,0,0,0,Melbourne Renegades,Adelaide Strikers,654087,BBL03,29,95
7,PM Siddle,not out,2,2,,0,0,100,Melbourne Renegades,Adelaide Strikers,654087,BBL03,29,95
8,AW O'Brien,not out,4,2,,0,0,200,Melbourne Renegades,Adelaide Strikers,654087,BBL03,29,95
1,M Klinger,c Bravo b Siddle,1,4,,0,0,25,Adelaide Strikers,Melbourne Renegades,654087,BBL03,29,95
2,AD Hales,c Rimmington b Bravo,32,25,,1,2,128,Adelaide Strikers,Melbourne Renegades,654087,BBL03,29,95
3,JR Dean,lbw b Muralitharan,28,13,,3,2,215.38,Adelaide Strikers,Melbourne Renegades,654087,BBL03,29,95
4,NJ Reardon,c †Nevill b Siddle,16,15,,3,0,106.66,Adelaide Strikers,Melbourne Renegades,654087,BBL03,29,95
5,TM Head,lbw b Muralitharan,7,9,,1,0,77.77,Adelaide Strikers,Melbourne Renegades,654087,BBL03,29,95
6,TP Ludeman †,c Hill b Siddle,20,22,,0,1,90.9,Adelaide Strikers,Melbourne Renegades,654087,BBL03,29,95
7,J Botha (c),lbw b Bravo,0,3,,0,0,0,Adelaide Strikers,Melbourne Renegades,654087,BBL03,29,95
8,MG Neser,not out,35,24,,4,0,145.83,Adelaide Strikers,Melbourne Renegades,654087,BBL03,29,95
9,KW Richardson,not out,7,5,,0,0,140,Adelaide Strikers,Melbourne Renegades,654087,BBL03,29,95
1,BR Dunk,c Lynn b Gannon,87,53,78,6,3,164.15,Hobart Hurricanes,Brisbane Heat,654089,BBL03,30,96
2,TD Paine (c) †,c Lynn b Hopes,47,28,37,4,2,167.85,Hobart Hurricanes,Brisbane Heat,654089,BBL03,30,96
3,JW Wells,c Burns b Gannon,12,12,11,1,0,100,Hobart Hurricanes,Brisbane Heat,654089,BBL03,30,96
4,Shoaib Malik,c Burns b Harris,14,8,8,1,1,175,Hobart Hurricanes,Brisbane Heat,654089,BBL03,30,96
5,TR Birt,c Steketee b Gannon,11,6,9,2,0,183.33,Hobart Hurricanes,Brisbane Heat,654089,BBL03,30,96
6,EP Gulbis,c Vettori b Harris,22,12,17,4,0,183.33,Hobart Hurricanes,Brisbane Heat,654089,BBL03,30,96
7,AC Blizzard,run out (Steketee),2,2,4,0,0,100,Hobart Hurricanes,Brisbane Heat,654089,BBL03,30,96
8,AD Mascarenhas,not out,0,0,3,0,0,-,Hobart Hurricanes,Brisbane Heat,654089,BBL03,30,96
1,LA Pomersbach, b Laughlin,60,32,40,8,3,187.5,Brisbane Heat,Hobart Hurricanes,654089,BBL03,30,96
2,C Kieswetter †,c †Paine b Mascarenhas,22,18,22,3,0,122.22,Brisbane Heat,Hobart Hurricanes,654089,BBL03,30,96
3,JA Burns, b Mascarenhas,0,3,1,0,0,0,Brisbane Heat,Hobart Hurricanes,654089,BBL03,30,96
4,CA Lynn,c Gulbis b Boyce,1,4,3,0,0,25,Brisbane Heat,Hobart Hurricanes,654089,BBL03,30,96
5,BR McDermott, b Boyce,0,2,7,0,0,0,Brisbane Heat,Hobart Hurricanes,654089,BBL03,30,96
6,BCJ Cutting, b Boyce,35,21,32,2,2,166.66,Brisbane Heat,Hobart Hurricanes,654089,BBL03,30,96
7,JR Hopes (c),st †Paine b Shoaib Malik,22,15,23,3,0,146.66,Brisbane Heat,Hobart Hurricanes,654089,BBL03,30,96
8,DL Vettori,not out,11,12,19,1,0,91.66,Brisbane Heat,Hobart Hurricanes,654089,BBL03,30,96
9,RJ Harris,c †Paine b Laughlin,3,4,3,0,0,75,Brisbane Heat,Hobart Hurricanes,654089,BBL03,30,96
10,CJ Gannon,not out,10,9,9,1,0,111.11,Brisbane Heat,Hobart Hurricanes,654089,BBL03,30,96
1,DP Hughes, b Lyon,32,33,,3,0,96.96,Sydney Thunder,Sydney Sixers,654091,BBL03,31,97
2,TM Dilshan,run out (Abbott),2,9,,0,0,22.22,Sydney Thunder,Sydney Sixers,654091,BBL03,31,97
3,MEK Hussey (c),c Abbott b Lyon,21,18,,1,1,116.66,Sydney Thunder,Sydney Sixers,654091,BBL03,31,97
4,AJ Tye,st †Smith b Lyon,9,11,,1,0,81.81,Sydney Thunder,Sydney Sixers,654091,BBL03,31,97
5,KR Patterson,c Hazlewood b Lee,27,26,,3,0,103.84,Sydney Thunder,Sydney Sixers,654091,BBL03,31,97
6,JS Floros,c Lyon b Hazlewood,8,10,,0,0,80,Sydney Thunder,Sydney Sixers,654091,BBL03,31,97
7,RGL Carters †,not out,15,10,,0,1,150,Sydney Thunder,Sydney Sixers,654091,BBL03,31,97
8,CP Tremain,not out,3,3,,0,0,100,Sydney Thunder,Sydney Sixers,654091,BBL03,31,97
1,MJ Cosgrove,c Nannes b Tremain,32,24,,5,0,133.33,Sydney Sixers,Sydney Thunder,654091,BBL03,31,97
2,MJ Lumb,run out (Patterson/Nannes),2,6,,0,0,33.33,Sydney Sixers,Sydney Thunder,654091,BBL03,31,97
3,NJ Maddinson,not out,59,56,,9,0,105.35,Sydney Sixers,Sydney Thunder,654091,BBL03,31,97
4,MC Henriques (c),not out,27,30,,2,0,90,Sydney Sixers,Sydney Thunder,654091,BBL03,31,97
1,LJ Wright,st †Whiteman b Beer,13,12,11,2,0,108.33,Melbourne Stars,Perth Scorchers,654093,BBL03,32,98
2,BJ Hodge (c),c Hogg b Thomas,61,43,64,9,0,141.86,Melbourne Stars,Perth Scorchers,654093,BBL03,32,98
3,Mohammad Hafeez,c Voges b Beer,4,6,8,1,0,66.66,Melbourne Stars,Perth Scorchers,654093,BBL03,32,98
4,DJ Hussey,run out (Katich),6,5,12,1,0,120,Melbourne Stars,Perth Scorchers,654093,BBL03,32,98
5,MP Stoinis,lbw b Voges,25,19,27,3,0,131.57,Melbourne Stars,Perth Scorchers,654093,BBL03,32,98
6,PSP Handscomb †,not out,25,17,26,0,2,147.05,Melbourne Stars,Perth Scorchers,654093,BBL03,32,98
7,AR Keath,run out (Cummins/†Whiteman),4,6,6,0,0,66.66,Melbourne Stars,Perth Scorchers,654093,BBL03,32,98
8,JW Hastings,not out,13,13,16,0,1,100,Melbourne Stars,Perth Scorchers,654093,BBL03,32,98
1,CJ Simmons,c Rose b Worrall,2,6,3,0,0,33.33,Perth Scorchers,Melbourne Stars,654093,BBL03,32,98
2,MR Marsh,c Wright b Hastings,15,14,21,3,0,107.14,Perth Scorchers,Melbourne Stars,654093,BBL03,32,98
3,SM Whiteman †,run out (Wright),17,18,26,2,0,94.44,Perth Scorchers,Melbourne Stars,654093,BBL03,32,98
4,AC Voges,c Worrall b Hastings,29,29,33,3,0,100,Perth Scorchers,Melbourne Stars,654093,BBL03,32,98
5,SM Katich (c),c Mohammad Hafeez b Rose,30,23,36,3,0,130.43,Perth Scorchers,Melbourne Stars,654093,BBL03,32,98
6,AJ Turner, b Hastings,1,3,3,0,0,33.33,Perth Scorchers,Melbourne Stars,654093,BBL03,32,98
7,PJ Cummins,c Wright b Worrall,7,4,4,1,0,175,Perth Scorchers,Melbourne Stars,654093,BBL03,32,98
8,JP Behrendorff,c Rose b Boland,26,16,17,2,1,162.5,Perth Scorchers,Melbourne Stars,654093,BBL03,32,98
9,AC Thomas,run out (Rose/†Handscomb/Hastings),3,3,7,0,0,100,Perth Scorchers,Melbourne Stars,654093,BBL03,32,98
10,GB Hogg,not out,8,4,8,0,1,200,Perth Scorchers,Melbourne Stars,654093,BBL03,32,98
11,MA Beer,not out,0,0,1,0,0,-,Perth Scorchers,Melbourne Stars,654093,BBL03,32,98
1,CL White (c),c Laughlin b Shoaib Malik,6,8,9,1,0,75,Melbourne Stars,Hobart Hurricanes,654095,BBL03,33,99
2,LJ Wright,lbw b Boyce,13,18,27,1,0,72.22,Melbourne Stars,Hobart Hurricanes,654095,BBL03,33,99
3,MS Wade †,c Shoaib Malik b Mascarenhas,8,10,11,1,0,80,Melbourne Stars,Hobart Hurricanes,654095,BBL03,33,99
4,GJ Maxwell,c Birt b Boyce,12,9,14,0,1,133.33,Melbourne Stars,Hobart Hurricanes,654095,BBL03,33,99
5,BJ Hodge, b Bollinger,51,35,47,4,2,145.71,Melbourne Stars,Hobart Hurricanes,654095,BBL03,33,99
